"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0,0.201709286523836,-0.600672584135644,-0.897455560679981,-0.554809271696428,-0.801149771172741,-0.658533144481637,0.739176162604094,0.0330926437942924,-0.546923655960489,-0.130371802785483,0.235624829939043,-0.785374726646739,-1.67497384461292,-0.530825402196353,-0.160957850032614,-0.986394643759608,-0.685057825445986,-0.89688807749534,-0.709193398314741,-0.408451755539113
0,-1.46840907788742,0.545236460690978,-1.63842677634372,-0.817579819561624,-0.592715624591385,-0.866435973998775,0.0429105829565031,0.326520549505747,-1.23208344043315,-0.228729965363691,-0.98525383847963,0.421552483336316,0.187331327121726,-0.21804518692895,-0.880951734519443,-0.78674476049746,-1.01661479226542,-0.36884872019115,-2.33482882004481,-0.76070427740659
0,-0.903342505323752,-0.162746294605108,-0.553909099744736,0.272849605648651,0.896412128577064,-1.77112199347012,-0.805260522515185,-1.43839825693571,0.994908366945843,0.179614279325723,-0.0514844980196647,0.0257943185820967,0.481574207492896,-0.808167832016621,-0.793244443435528,-0.45538004341379,-0.414712930012609,0.0703651423486895,0.528207500979186,-0.580245459610951
0,0.622740388912691,0.562923370652209,-0.246506641355904,0.347987018515931,-0.77158065054599,0.560194350950314,0.555990601645794,0.033658595772602,-1.0725486109845,-0.60004542749799,-0.582131517203074,0.713598211402615,-0.038006360410888,0.679195541468545,0.317555530536317,0.407069031131293,0.603738408807269,0.71668126199629,0.673164640254118,0.793889471862971
1,1.07225216821928,0.154891285978142,0.691152041406625,0.011157431528647,0.481600762780642,-0.926487298467981,-0.589752593933109,-0.673022103620073,1.18350233436621,0.655897080539278,1.22984108148262,0.076878349665845,0.872139634408505,-0.582559096781137,0.111666742619452,0.330783308545544,1.02375075977797,-0.669106078607292,1.83576931087764,1.60902208823268
1,1.35747351053225,0.159348957240682,2.40664851019952,1.07174607940431,1.61381136580935,0.862050364287153,1.62872157075864,-0.827874998644674,1.38190821100304,0.466243504424803,2.22455515375136,1.38523685343959,1.35361696417309,0.63914264307783,-0.042846083857296,0.977534319483762,0.687085492659508,1.70498467361352,2.37631340332373,2.36987492201782
1,0.190954132698142,0.838168612016899,1.20738083029916,0.278620162781151,0.766397844195689,1.35505307422971,1.52963457524499,1.64726422139931,1.49479732875879,0.785773598094343,0.85203241586841,1.26038887418318,1.87614895709279,0.601902373036305,-0.907288460505922,-0.411349394244049,0.40545446050309,1.03700161715829,0.26847276723545,0.694755808548043
0,1.54518196729009,1.59516186724481,1.06754260418658,0.343821342068238,1.85331606271944,0.224207827146619,0.621540976995129,1.08057395449489,0.831935986805229,0.704307302733596,0.0827672515757756,1.64386282957296,-0.107357898281363,2.15803950294443,0.516818509327132,0.385046525363958,0.393179142231388,0.575495822190571,-0.460613261940869,2.23084499138986
0,-0.191374223635298,0.511034910465141,0.235888001576075,-1.2011540316036,-1.38839577295449,-1.50755893674812,0.38790414517166,-1.42019040756719,-0.326892924040534,0.151239287321378,-1.62752640806979,-1.04010033497962,0.737607434575468,-1.43963813561879,0.258592226506545,-0.803436254849028,-1.21994187992504,0.319256562571942,-1.08708055128294,-0.508492353646355
1,-0.225659848261451,0.391235908753411,0.411742423232782,0.0744500201550095,1.14010772821305,-0.283541575595643,-0.798623810190426,0.968354971136953,1.1884688306826,-0.0135659156473342,0.196265739391004,0.0520225370199194,-1.01344402107954,0.722453316019922,0.824745224487891,1.20524691563459,1.44782977448294,1.19047744609752,0.950329222647848,-0.263322068981737
0,0.00425812613253073,1.03416537935386,0.662338838589005,-0.155004815039449,1.6029709211549,1.61210050070267,0.550990677497431,1.03256351079153,0.672017135240383,1.36752527711612,-0.33524555526124,0.607872443141187,1.34665976185864,1.73934253199737,0.0456762110142433,2.56813115794237,0.321477369535178,0.520310614279969,-0.0109984588645778,1.01576365194749
1,0.834792784074317,1.86035512003483,1.03649295815658,0.368988302543891,1.02513607543073,2.3412386866602,1.29357728701419,1.51953224882831,1.5933452627551,2.82451700764644,0.495683071772535,0.216569007348147,1.29916251555833,1.76588587389689,1.21971343822821,0.45357418388641,1.07309327315503,1.34456253566104,0.167419439073357,0.15131935650284
0,1.53717812080779,1.89829350504745,0.018669429820469,1.26698408028437,1.6802521877107,0.582239126414752,1.22492697870524,2.52291624757892,0.387162872045183,0.838872690954131,0.802665007885695,2.83913690981731,1.5679582226737,0.477229464928195,-0.199589513849451,1.26416560727042,2.25231599007614,2.4013142520667,1.68648863300326,1.03868598245569
1,0.715748423826854,0.937572474945914,2.39457618427017,0.395627176033857,1.55174151722158,1.83762456161767,0.748352986099459,1.42539990018457,0.957159569815739,1.86048716198374,3.12008377259406,2.30794363385912,0.590338137920759,1.54795543993099,1.64350400599012,1.36255498720877,1.43841969299403,1.14602280418485,1.57653153631274,1.28567726608399
0,-1.39728882032032,-0.314171076816305,-0.715885154991305,-0.521653351858632,-0.846608873737903,-0.537388751275017,0.460815763841046,-0.568299775456015,-0.829365590720437,-0.0342100978216288,-1.10043334800943,0.759262850794897,1.30869765074561,-0.204117900112671,-0.144323485985303,0.367207674395925,0.122849244254682,-1.02467919113448,0.328628211493897,-0.878165597774948
0,1.16395358201572,1.23789904176932,1.25435461182839,-0.0312565805797796,0.450050037000499,1.89978393917291,-0.00701468558364444,1.15199044967924,0.85680549194227,0.190436676686155,-0.529411544782533,0.602321068474438,-0.554850407785561,0.185387466715508,0.857365639918667,-0.318243105102565,-0.226235120900616,1.21401398291788,1.13273867719632,-1.2648857211909
1,1.19207755325739,1.16976259770951,0.639373013028313,1.43460767704372,1.85815346048898,0.03851267617459,1.66750029065138,1.70284381145532,1.28073477411002,-0.334338466736223,1.99808990829084,1.03525788357716,2.25630084306432,1.5148956776408,1.57619645868478,0.611472742713813,0.746457008610664,-0.369526087366861,1.45828097365236,-0.345369041523351
1,-0.237532367765997,-1.41355726145332,0.400945042604339,0.432728647342595,0.794401660587523,1.00214454967084,-0.619626153359599,0.45917193065771,-1.28789299033815,-0.453230844653631,-1.31632768264578,-0.349057254141886,-0.0411486745790258,-0.140237185149467,-1.73847755853183,-1.07041727534338,-1.04524883327633,0.423545932323681,-0.241283002409727,0.793881366948417
1,0.383445982234323,-2.0829861999381,-0.501769575672099,-0.138210938983559,-1.83928456460081,-1.39300542428459,-1.91807834698091,-2.21137618628631,-0.770996044484066,-2.84002031554449,-1.52923603968745,-1.5123840809435,-2.91736098693579,-0.382964953917714,-1.57920271140269,-1.6240304535182,-0.856724516274995,-1.95091200732534,-0.965071034540469,-1.49648337502366
1,2.06054092077174,1.27005521090061,1.24491103224897,1.43473701527148,1.21258561366057,1.51059168699518,2.34660720136087,3.11216668845817,1.44615185191178,2.26358367571905,1.01356763283367,1.89154963869114,0.75536229898422,1.58130443306653,1.37713055514293,1.95995348939495,1.60555588266049,1.22386720837671,1.66856711584497,1.84523990613695
0,0.722173438891505,0.116750675355612,-1.62846421952646,-0.406817894485043,-1.26515211221271,-0.368306732880625,0.378478228377847,1.26776736306074,0.120127633554313,0.145546815326147,0.723586576905234,0.4474584538982,-1.67840103937659,-0.233128369059404,0.0564174424364816,-1.80469082305457,-0.136116335306229,0.248422339114586,0.392784482048837,-0.2939677272249
0,0.206070144122079,-0.66781000534155,1.11144119299399,0.39673117082541,-0.14793773163049,0.795074092348787,1.03127033928262,1.0443467609304,0.853098108238583,-0.500541788267512,-0.199988586867798,1.00858319397164,-1.1223921699004,-0.198250650019961,-0.88636635995819,0.664409916877359,1.02325435499824,0.0559770333017402,-1.12497068402352,0.0141652672524031
1,0.590546335531707,1.0372048819407,0.250540704251378,2.58840575121464,-0.087463433004374,0.160081803410553,-0.349244354431578,1.29198233918035,-0.504614446720123,1.21706230634959,0.130108054910058,1.38524502034318,-0.00638308685284163,0.447979634290953,-0.504668803352468,-0.0114422593546778,0.270319438157938,0.841049096863454,0.659479464048175,0.517279011767729
1,0.126412370890982,0.885827372797131,2.28113537918488,1.61145002664941,0.15788132696439,0.701255378488221,-0.24813373568531,1.0223513016444,0.557136673969287,0.562609341305304,1.06377986224846,2.34043953234669,0.28335905772898,2.02371860458642,-0.179502965509736,0.0139690102431767,1.21073106791352,0.959617042191093,0.205001542130606,2.12955586434933
0,-1.71226398967653,-1.47517338982755,-0.302174814605236,-0.0748761672516891,0.126238448646855,0.354516489095552,-2.06990212618356,-0.775380996925469,-0.0680723549418694,-1.20366004133501,-0.959460907245832,-1.51549271763648,-1.42322321547362,-1.48748876216699,-1.24418691381455,-1.16730528896721,-0.784518980545518,-1.39804433060329,-0.811622404018816,-1.15886635363197
